beyond	乐手	1	0.023603081630049084	0.032491758642404715
beyond	乐队	1	-0.012660202879138908	0.018523575437347967
beyond	音乐	0	-0.1990327227264449	0.2932942783061576
ceti	证件	1	0.13985035195027143	0.11442832911065295
cfo	公司	0	-0.0353573722969317	0.04940841718245891
cfo	官员	1	0.010792393054606267	0.01058412018601134
cm	同人	0	0.16676070970098442	0.1438562937153792
cm	职业	0	0.17281259811785105	0.16689862147729767
cosplay	娱乐	0	-0.05948903068149003	0.0767408719410935
cosplay	生活	0	-0.20949005310358979	0.24181206633514735
ddr	内存	0	0.02561076640539075	0.032728887131211824
ddr	电脑硬件	0	0.04041642359936933	0.05153166235522454
ddr	硬件	0	-0.0041353026629983814	0.0052345993921705854
ddr	街机	0	0.00215637018584637	0.0024641975348063437
demo	影视	0	-0.05052750026271327	0.06293972436642302
diy	居家	0	-0.16287999461561567	0.1773761747765437
dms	数据库	0	-0.03702990714229522	0.051043463495393564
eda	微电子学	0	-0.18714115004551127	0.21339622052760718
evd	多媒体	0	-0.2370376185641101	0.23909415911524787
evd	视频	0	-0.11088553690318328	0.1393382623259722
faq	国际贸易	0	-0.19865362755568045	0.1984093721989893
gmail	电子邮件	1	0.09291549904926517	0.13494010628350972
google	企业	1	-0.07543010942948121	0.0814734451755806
google	搜索引擎	1	0.18175560951730677	0.29223440687033614
google	网站	1	0.031010097304021895	0.058102958599998006
google	美国	0	-0.10957162599970975	0.09862598759785131
google	著名品牌	1	-0.12831582547250303	0.14492912470240027
gprs	wap	0	-0.010048701123628725	0.01137037872158786
gprs	手机	0	0.045792870188055376	0.05999342080246497
gprs	数码产品	0	0.019763744207840755	0.024661811359331532
gprs	无线	0	0.02246774912606192	0.03252085967546942
gprs	无线通讯	0	-0.028812975530312868	0.03728406766981905
gprs	电信	0	-0.03464447801386115	0.04538972457919579
gprs	软交换	0	0.05903172785079948	0.0864331016501563
gpu	芯片	0	-0.12363722711460146	0.1489990473348298
hide	明星	0	-0.21644211832597401	0.20906768235118486
id	应用科学	0	-0.3289908484360906	0.29154396241764574
imf	国际金融	0	-0.24808422883990985	0.32199930262926574
